location,parameter,value,unit,date,latitude,longitude
Adyar (Urban),o3,20.560725801705278,µg/m³,2025-10-27 15:30:40.011691,13.1027,80.2907
Adyar (Urban),co,1.2430908017514126,mg/m³,2025-10-27 15:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,39.957632900298336,µg/m³,2025-10-27 15:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,86.21670900929189,µg/m³,2025-10-27 15:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,10.423565639699941,µg/m³,2025-10-27 15:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,6.456898550127416,µg/m³,2025-10-27 15:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,37.64682064209128,µg/m³,2025-10-27 15:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,1.1032833125139492,mg/m³,2025-10-27 15:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,77.23692531241447,µg/m³,2025-10-27 15:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,44.87406277107706,µg/m³,2025-10-27 15:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,18.217711712573344,µg/m³,2025-10-27 15:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,16.09847058035192,µg/m³,2025-10-27 15:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,35.22651187531052,µg/m³,2025-10-27 15:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.775844301857959,mg/m³,2025-10-27 15:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,79.84868681151671,µg/m³,2025-10-27 16:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,106.03617311042626,µg/m³,2025-10-27 16:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,59.4390255696974,µg/m³,2025-10-27 16:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,5.242278199560081,µg/m³,2025-10-27 16:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,45.22279394963339,µg/m³,2025-10-27 16:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,0.7716753252335131,mg/m³,2025-10-27 16:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,29.679366663399065,µg/m³,2025-10-27 16:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,130.21974547885895,µg/m³,2025-10-27 16:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,14.557644787574805,µg/m³,2025-10-27 16:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,9.691255593964266,µg/m³,2025-10-27 16:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,63.303861910640826,µg/m³,2025-10-27 16:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.8441223981342793,mg/m³,2025-10-27 16:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,56.14583035873907,µg/m³,2025-10-27 16:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,108.60352734628479,µg/m³,2025-10-27 16:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,28.111347252085242,µg/m³,2025-10-27 16:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,8.289255659212149,µg/m³,2025-10-27 16:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,22.262933408759455,µg/m³,2025-10-27 16:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,1.4869348027228035,mg/m³,2025-10-27 16:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,29.436252786276356,µg/m³,2025-10-27 16:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,63.23749645805189,µg/m³,2025-10-27 16:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,15.120198891109279,µg/m³,2025-10-27 16:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,10.498873146440843,µg/m³,2025-10-27 16:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,40.261407650067106,µg/m³,2025-10-27 16:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.2516082757912228,mg/m³,2025-10-27 16:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,62.18874169278809,µg/m³,2025-10-27 17:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,139.16340432925915,µg/m³,2025-10-27 17:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,14.863514450245809,µg/m³,2025-10-27 17:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,22.355880012379814,µg/m³,2025-10-27 17:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,73.21445102049987,µg/m³,2025-10-27 17:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,0.45593516717364235,mg/m³,2025-10-27 17:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,33.27612985792065,µg/m³,2025-10-27 17:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,143.70337951262565,µg/m³,2025-10-27 17:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,36.7856846911217,µg/m³,2025-10-27 17:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,13.366792484707645,µg/m³,2025-10-27 17:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,72.95314649043792,µg/m³,2025-10-27 17:30:40.011691,13.1027,80.2907
Adyar (Urban),co,2.3446549608887564,mg/m³,2025-10-27 17:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,54.923719348255595,µg/m³,2025-10-27 17:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,57.39482655578537,µg/m³,2025-10-27 17:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,56.67627911574077,µg/m³,2025-10-27 17:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,11.96533177079998,µg/m³,2025-10-27 17:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,10.696194144338632,µg/m³,2025-10-27 17:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,1.0432234475348867,mg/m³,2025-10-27 17:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,50.416796865437696,µg/m³,2025-10-27 17:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,88.9433741450161,µg/m³,2025-10-27 17:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,48.25783191113115,µg/m³,2025-10-27 17:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,14.665555192539196,µg/m³,2025-10-27 17:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,17.698386340816306,µg/m³,2025-10-27 17:30:40.011691,13.0927,80.2607
Velachery (Urban),co,2.3269608957815735,mg/m³,2025-10-27 17:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,140.77040203809048,µg/m³,2025-10-27 18:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,179.93453169064117,µg/m³,2025-10-27 18:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,41.155271755827414,µg/m³,2025-10-27 18:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,12.440997858533102,µg/m³,2025-10-27 18:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,30.09159468551339,µg/m³,2025-10-27 18:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,1.3713192531124987,mg/m³,2025-10-27 18:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,89.35749591391038,µg/m³,2025-10-27 18:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,140.4838480134282,µg/m³,2025-10-27 18:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,23.72727487711662,µg/m³,2025-10-27 18:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,21.905848146330186,µg/m³,2025-10-27 18:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,69.02264027636926,µg/m³,2025-10-27 18:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.6446159537282145,mg/m³,2025-10-27 18:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,30.9350034718534,µg/m³,2025-10-27 18:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,69.13050894721816,µg/m³,2025-10-27 18:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,25.63692068663105,µg/m³,2025-10-27 18:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,6.208891421261491,µg/m³,2025-10-27 18:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,66.34756990478968,µg/m³,2025-10-27 18:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,0.4326602069673961,mg/m³,2025-10-27 18:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,34.546540955949176,µg/m³,2025-10-27 18:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,61.841123847331986,µg/m³,2025-10-27 18:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,53.35750145300467,µg/m³,2025-10-27 18:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,24.86650164709242,µg/m³,2025-10-27 18:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,71.86619223683243,µg/m³,2025-10-27 18:30:40.011691,13.0927,80.2607
Velachery (Urban),co,0.5379756077819113,mg/m³,2025-10-27 18:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,123.57000690121806,µg/m³,2025-10-27 19:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,151.61627118154496,µg/m³,2025-10-27 19:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,37.641865751422614,µg/m³,2025-10-27 19:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,21.633433198182434,µg/m³,2025-10-27 19:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,24.02306993550944,µg/m³,2025-10-27 19:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,0.502959756016071,mg/m³,2025-10-27 19:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,53.55775342425913,µg/m³,2025-10-27 19:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,154.83540023404953,µg/m³,2025-10-27 19:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,39.42826933233969,µg/m³,2025-10-27 19:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,14.917082920536819,µg/m³,2025-10-27 19:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,10.4013970649872,µg/m³,2025-10-27 19:30:40.011691,13.1027,80.2907
Adyar (Urban),co,2.0534309084790765,mg/m³,2025-10-27 19:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,56.628750402143126,µg/m³,2025-10-27 19:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,181.11095334009923,µg/m³,2025-10-27 19:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,21.16099537979145,µg/m³,2025-10-27 19:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,15.648269055020837,µg/m³,2025-10-27 19:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,76.91366130713521,µg/m³,2025-10-27 19:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,2.7965528843493823,mg/m³,2025-10-27 19:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,97.39047754778552,µg/m³,2025-10-27 19:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,115.62166220750301,µg/m³,2025-10-27 19:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,82.3614528465404,µg/m³,2025-10-27 19:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,14.139556335975135,µg/m³,2025-10-27 19:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,48.40407216457773,µg/m³,2025-10-27 19:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.095973979902875,mg/m³,2025-10-27 19:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,100.52678504155425,µg/m³,2025-10-27 20:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,200.27107581343535,µg/m³,2025-10-27 20:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,59.362905228924205,µg/m³,2025-10-27 20:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,12.253355516223962,µg/m³,2025-10-27 20:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,72.95009427997911,µg/m³,2025-10-27 20:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,2.4314404179779148,mg/m³,2025-10-27 20:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,124.75072512043847,µg/m³,2025-10-27 20:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,102.4454587457064,µg/m³,2025-10-27 20:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,75.61892078971556,µg/m³,2025-10-27 20:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,11.187368974251264,µg/m³,2025-10-27 20:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,54.03379891783364,µg/m³,2025-10-27 20:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.6101629453469053,mg/m³,2025-10-27 20:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,33.972849723694424,µg/m³,2025-10-27 20:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,111.72908022264363,µg/m³,2025-10-27 20:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,87.91531801499771,µg/m³,2025-10-27 20:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,25.799221388330214,µg/m³,2025-10-27 20:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,52.433970886369366,µg/m³,2025-10-27 20:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,0.9057902573424226,mg/m³,2025-10-27 20:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,71.05663559200076,µg/m³,2025-10-27 20:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,123.03966143069702,µg/m³,2025-10-27 20:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,55.51675857704123,µg/m³,2025-10-27 20:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,19.303538617765348,µg/m³,2025-10-27 20:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,74.32991097371666,µg/m³,2025-10-27 20:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.8697014641495113,mg/m³,2025-10-27 20:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,110.69072144533226,µg/m³,2025-10-27 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,65.16680232560662,µg/m³,2025-10-27 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,50.35375558290944,µg/m³,2025-10-27 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,19.708037867338682,µg/m³,2025-10-27 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,63.594154573658784,µg/m³,2025-10-27 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,1.3286766111906938,mg/m³,2025-10-27 21:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,105.69184521961756,µg/m³,2025-10-27 21:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,212.69589479601032,µg/m³,2025-10-27 21:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,88.46265051518502,µg/m³,2025-10-27 21:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,16.028659046664643,µg/m³,2025-10-27 21:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,36.50505189963339,µg/m³,2025-10-27 21:30:40.011691,13.1027,80.2907
Adyar (Urban),co,1.6840844701914657,mg/m³,2025-10-27 21:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,60.00955610536158,µg/m³,2025-10-27 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,223.05063451324722,µg/m³,2025-10-27 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,76.04175463662085,µg/m³,2025-10-27 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,6.850303327956606,µg/m³,2025-10-27 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,78.16336932096957,µg/m³,2025-10-27 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,0.20284354146907924,mg/m³,2025-10-27 21:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,70.8801068596639,µg/m³,2025-10-27 21:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,81.07639113826912,µg/m³,2025-10-27 21:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,67.67569557244423,µg/m³,2025-10-27 21:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,6.625895450963924,µg/m³,2025-10-27 21:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,75.61803591185998,µg/m³,2025-10-27 21:30:40.011691,13.0927,80.2607
Velachery (Urban),co,0.9997507207727323,mg/m³,2025-10-27 21:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,64.19981665625855,µg/m³,2025-10-27 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,126.50771273406161,µg/m³,2025-10-27 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,22.840145435359812,µg/m³,2025-10-27 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,19.316848789016134,µg/m³,2025-10-27 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,49.82112629338362,µg/m³,2025-10-27 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,2.355534425992278,mg/m³,2025-10-27 22:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,23.512862355481772,µg/m³,2025-10-27 22:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,130.7969435971421,µg/m³,2025-10-27 22:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,25.127073627913923,µg/m³,2025-10-27 22:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,20.230557713809304,µg/m³,2025-10-27 22:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,52.48474229266352,µg/m³,2025-10-27 22:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.41030331114877017,mg/m³,2025-10-27 22:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,55.71172371329149,µg/m³,2025-10-27 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,125.31993729713555,µg/m³,2025-10-27 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,32.67764009770205,µg/m³,2025-10-27 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,24.69364876654399,µg/m³,2025-10-27 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,73.11652570809149,µg/m³,2025-10-27 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,1.6788102896511854,mg/m³,2025-10-27 22:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,27.52183768205036,µg/m³,2025-10-27 22:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,118.44617534445274,µg/m³,2025-10-27 22:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,26.641602348429917,µg/m³,2025-10-27 22:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,7.8950551867814145,µg/m³,2025-10-27 22:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,46.047121149605076,µg/m³,2025-10-27 22:30:40.011691,13.0927,80.2607
Velachery (Urban),co,0.5418716554131741,mg/m³,2025-10-27 22:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,31.59238552013626,µg/m³,2025-10-27 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,78.59222737190778,µg/m³,2025-10-27 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,55.5755627415228,µg/m³,2025-10-27 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,25.406821055581574,µg/m³,2025-10-27 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,66.95344321897036,µg/m³,2025-10-27 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,1.750614722903703,mg/m³,2025-10-27 23:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,73.31311705563152,µg/m³,2025-10-27 23:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,131.64304690737788,µg/m³,2025-10-27 23:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,53.2335810284817,µg/m³,2025-10-27 23:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,10.264779990923415,µg/m³,2025-10-27 23:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,50.53112621065821,µg/m³,2025-10-27 23:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.4206906036445841,mg/m³,2025-10-27 23:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,59.550926396843394,µg/m³,2025-10-27 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,117.45614523522269,µg/m³,2025-10-27 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,22.676932802086135,µg/m³,2025-10-27 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,16.72805484325746,µg/m³,2025-10-27 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,47.319982172353825,µg/m³,2025-10-27 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,0.6426860030862064,mg/m³,2025-10-27 23:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,49.46582705492418,µg/m³,2025-10-27 23:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,135.2700521590085,µg/m³,2025-10-27 23:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,24.165674126661308,µg/m³,2025-10-27 23:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,13.557608774112186,µg/m³,2025-10-27 23:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,73.49865212601335,µg/m³,2025-10-27 23:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.3107484407484231,mg/m³,2025-10-27 23:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,48.626782685876975,µg/m³,2025-10-28 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,101.98683236956109,µg/m³,2025-10-28 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,51.8577550801408,µg/m³,2025-10-28 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,27.516356770090653,µg/m³,2025-10-28 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,46.79038718232827,µg/m³,2025-10-28 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,0.12480457367575033,mg/m³,2025-10-28 00:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,70.65016161329548,µg/m³,2025-10-28 00:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,86.46491329271373,µg/m³,2025-10-28 00:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,22.671240173980124,µg/m³,2025-10-28 00:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,14.60294733573053,µg/m³,2025-10-28 00:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,18.738512829557695,µg/m³,2025-10-28 00:30:40.011691,13.1027,80.2907
Adyar (Urban),co,1.3131602840085381,mg/m³,2025-10-28 00:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,89.2415941669826,µg/m³,2025-10-28 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,138.4577520002204,µg/m³,2025-10-28 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,30.52025488514108,µg/m³,2025-10-28 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,22.971701244819386,µg/m³,2025-10-28 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,57.575721307269106,µg/m³,2025-10-28 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,1.3654869152633153,mg/m³,2025-10-28 00:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,82.86908996613242,µg/m³,2025-10-28 00:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,110.71406268094242,µg/m³,2025-10-28 00:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,49.576058465986705,µg/m³,2025-10-28 00:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,16.043260655080694,µg/m³,2025-10-28 00:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,61.02204384867453,µg/m³,2025-10-28 00:30:40.011691,13.0927,80.2607
Velachery (Urban),co,0.5346459056890547,mg/m³,2025-10-28 00:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,22.04943056791235,µg/m³,2025-10-28 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,109.90994961566838,µg/m³,2025-10-28 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,14.889271572756876,µg/m³,2025-10-28 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,28.750474881097347,µg/m³,2025-10-28 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,35.98445586603456,µg/m³,2025-10-28 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,2.3338553003750806,mg/m³,2025-10-28 01:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,85.28292720032528,µg/m³,2025-10-28 01:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,136.07063786053288,µg/m³,2025-10-28 01:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,26.918173373228207,µg/m³,2025-10-28 01:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,7.260807749347746,µg/m³,2025-10-28 01:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,26.428186974204845,µg/m³,2025-10-28 01:30:40.011691,13.1027,80.2907
Adyar (Urban),co,1.1981330849439595,mg/m³,2025-10-28 01:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,20.809223915511275,µg/m³,2025-10-28 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,74.48374049705382,µg/m³,2025-10-28 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,31.89868732636095,µg/m³,2025-10-28 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,26.506525944492775,µg/m³,2025-10-28 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,39.76701912172155,µg/m³,2025-10-28 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,0.9913472059744592,mg/m³,2025-10-28 01:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,79.17665498121008,µg/m³,2025-10-28 01:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,56.09459435231947,µg/m³,2025-10-28 01:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,10.230191289898235,µg/m³,2025-10-28 01:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,23.98248099943896,µg/m³,2025-10-28 01:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,51.41118057942488,µg/m³,2025-10-28 01:30:40.011691,13.0927,80.2607
